stateid,year,public_two_yr,public_four_yr,private_not_profit,for_profit,need_income_yn,need_efc_yn,need_other_yn,need_and,need_public_two_yr,need_public_four_yr,need_private_not_profit,need_for_profit,merit_gpa_yn,merit_sat_yn,merit_other_yn,merit_and,merit_public_two_yr,merit_public_four_yr,merit_private_not_profit,merit_for_profit,combo_income_yn,combo_efc_yn,combo_other_need_yn,combo_gpa_yn,combo_sat_yn,combo_other_acad_yn,combo_and,combo_public_two_yr,combo_public_four_yr,combo_private_not_profit,combo_for_profit,field_specific,need_amt,need_number,need_avg,merit_amt,merit_number,merit_avg,combo_amt,combo_number,combo_avg
41,2013,1,1,1,0.0,0,0,1,0,1,1,1,0,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,0,51647449.0,32924,1569.0,0.0,0,0.0,0.0,0,0.0
41,2014,1,1,1,0.0,1,0,1,1,1,1,1,0,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,0,54932806.0,34329,1600.0,0.0,0,0.0,0.0,0,0.0
41,2015,1,1,1,0.0,1,0,1,1,1,1,1,0,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,0,57315298.0,36541,1569.0,0.0,0,0.0,0.0,0,0.0
41,2016,1,1,1,0.0,1,0,1,1,1,1,1,0,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,0,64344797.0,39264,1639.0,0.0,0,0.0,0.0,0,0.0
41,2017,1,1,1,0.0,0,1,0,0,1,1,1,0,1,0,0,0,1,0,0,0,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,0,71695568.0,42271,1696.0,11758071.0,7063,1665.0,0.0,0,0.0
41,2018,1,1,1,0.0,0,1,0,0,1,1,1,0,-3,-3,-3,-3,-3,-3,-3,-3,0,1,0,1,0,0,0,1,0,0,0,0,68126670.0,39758,1714.0,0.0,0,0.0,14525158.0,9530,1524.0
41,2019,1,1,1,0.0,0,1,0,0,1,1,1,0,1,0,0,0,1,0,0,0,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,0,74660584.0,32791,2277.0,17679710.0,10913,1620.0,0.0,0,0.0
41,2020,1,1,1,0.0,0,1,0,0,1,1,1,0,1,0,0,0,1,0,0,0,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,0,76053598.0,32526,2338.0,19932280.0,11625,1715.0,0.0,0,0.0
42,2004,1,1,1,1.0,1,1,0,1,1,1,1,1,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,0,349815223.0,171567,2039.0,0.0,0,0.0,0.0,0,0.0
42,2005,1,1,1,1.0,1,1,0,1,1,1,1,1,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,0,353249041.0,164523,2147.0,0.0,0,0.0,0.0,0,0.0
42,2006,1,1,1,1.0,1,1,0,1,1,1,1,1,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,0,390625391.0,171395,2279.0,0.0,0,0.0,0.0,0,0.0
42,2007,1,1,1,1.0,0,1,0,0,1,1,1,1,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,0,441604971.0,174597,2529.0,0.0,0,0.0,0.0,0,0.0
42,2008,1,1,1,1.0,0,1,0,0,1,1,1,1,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,0,444103777.0,171115,2595.0,0.0,0,0.0,0.0,0,0.0
42,2009,1,1,1,1.0,0,1,0,0,1,1,1,1,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,0,367061850.0,161554,2272.0,0.0,0,0.0,0.0,0,0.0
42,2010,1,1,1,1.0,0,1,0,0,1,1,1,1,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,0,405457913.0,180185,2250.0,0.0,0,0.0,0.0,0,0.0
42,2011,1,1,1,1.0,0,1,0,0,1,1,1,1,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,0,359245763.0,188913,1902.0,0.0,0,0.0,0.0,0,0.0
42,2012,1,1,1,1.0,0,1,0,0,1,1,1,1,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,0,446550725.0,202679,2203.0,0.0,0,0.0,0.0,0,0.0
42,2013,1,1,1,1.0,0,1,0,0,1,1,1,1,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,0,436722797.0,189498,2305.0,0.0,0,0.0,0.0,0,0.0
42,2014,1,1,1,1.0,0,1,0,0,1,1,1,1,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,0,437262424.0,175931,2485.0,0.0,0,0.0,0.0,0,0.0
42,2015,1,1,1,1.0,0,1,0,0,1,1,1,1,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,0,397710503.0,171084,2325.0,0.0,0,0.0,0.0,0,0.0
42,2016,1,1,1,1.0,0,1,0,0,1,1,1,1,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,0,392644887.0,151377,2594.0,0.0,0,0.0,0.0,0,0.0
42,2017,1,1,1,1.0,0,1,0,0,1,1,1,1,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,0,375631362.0,141137,2661.0,0.0,0,0.0,0.0,0,0.0
42,2018,1,1,1,1.0,0,1,0,0,1,1,1,1,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,0,354541832.0,138873,2553.0,0.0,0,0.0,0.0,0,0.0
42,2019,1,1,1,1.0,0,1,0,0,1,1,1,1,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,0,345617930.0,141719,2439.0,0.0,0,0.0,0.0,0,0.0
42,2020,1,1,1,1.0,0,1,0,0,1,1,1,1,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,0,325112637.0,131256,2477.0,0.0,0,0.0,0.0,0,0.0
45,2004,1,1,1,0.0,0,0,1,0,1,1,1,0,1,0,0,0,0,1,1,0,0,0,1,1,1,1,0,0,0,1,0,0,15107655.0,23511,643.0,147092373.0,32547,4519.0,25922255.0,12004,2159.0
45,2005,1,1,1,0.0,0,0,1,0,1,1,1,0,1,0,0,0,0,1,1,0,0,0,1,1,1,1,0,0,0,1,0,0,21638702.0,27497,787.0,157320093.0,34682,4536.0,28277793.0,12025,2352.0
45,2006,1,1,1,0.0,0,0,1,0,1,1,1,0,1,0,0,0,0,1,1,0,0,0,1,1,1,1,0,0,0,1,0,0,21948623.0,27186,807.0,165591196.0,36245,4569.0,28438045.0,11869,2396.0
45,2007,1,1,1,0.0,0,0,1,0,1,1,1,0,1,0,0,0,0,1,1,0,0,0,1,1,1,1,0,0,0,1,0,0,24406354.0,26730,913.0,172043103.0,37289,4614.0,32160551.0,11735,2741.0
45,2008,1,1,1,0.0,0,0,1,0,1,1,1,0,1,0,0,0,0,1,1,0,0,0,1,1,1,1,0,0,0,1,0,0,23169481.0,26751,866.0,195511666.0,38663,5057.0,39643698.0,12461,3181.0
45,2009,1,1,1,0.0,0,0,1,0,1,1,1,0,1,0,0,0,0,1,1,0,0,0,1,1,1,1,0,0,0,1,0,0,26989583.0,28051,962.0,201668485.0,39318,5129.0,35395111.0,12801,2765.0
45,2010,1,1,1,0.0,0,0,1,0,1,1,1,0,1,0,0,0,0,1,1,0,0,0,1,1,1,1,0,0,0,1,0,0,26775963.0,29723,901.0,215196120.0,42130,5108.0,35230732.0,14200,2481.0
45,2011,1,1,1,0.0,0,0,1,0,1,1,1,0,1,0,0,0,0,1,1,0,0,0,1,1,1,1,0,0,0,1,0,0,26331253.0,30626,860.0,221133683.0,43159,5124.0,34813702.0,14451,2409.0
45,2012,1,1,1,0.0,0,0,1,0,1,1,1,0,1,0,0,0,0,1,1,0,0,0,1,1,1,1,0,0,0,1,0,0,23448406.0,28952,810.0,229007954.0,43967,5209.0,33437157.0,14192,2356.0
45,2013,1,1,1,0.0,0,0,1,0,1,1,1,0,1,0,0,0,0,1,1,0,0,0,1,1,1,1,0,0,0,1,0,0,27922664.0,31232,894.0,237505693.0,45224,5252.0,35548692.0,13881,2561.0
45,2014,1,1,1,0.0,0,0,1,0,1,1,1,0,1,0,0,0,0,1,1,0,0,0,1,1,1,1,0,0,0,1,0,0,24990722.0,29734,840.0,244388645.0,46392,5268.0,35387442.0,13498,2622.0
45,2015,1,1,1,0.0,0,0,1,0,1,1,1,0,1,0,0,0,0,1,1,0,0,0,1,1,1,1,0,0,0,1,0,0,27083705.0,30652,884.0,252630165.0,47830,5282.0,36086136.0,13346,2704.0
45,2016,1,1,1,0.0,0,0,1,0,1,1,1,0,1,0,0,0,0,1,1,0,0,0,1,1,1,1,0,0,0,1,0,0,28218382.0,29964,942.0,261611402.0,49639,5270.0,36462158.0,13340,2733.0
45,2017,1,1,1,0.0,0,0,1,0,1,1,1,0,1,0,0,0,0,1,1,0,0,0,1,1,1,1,0,0,0,1,0,0,29103230.0,30399,957.0,274141777.0,51845,5288.0,39140928.0,13214,2962.0
45,2018,1,1,1,0.0,0,0,1,0,1,1,1,0,1,0,0,0,0,1,1,0,0,0,1,1,1,1,0,0,0,1,0,0,30225469.0,31186,969.0,286276942.0,54227,5279.0,39737231.0,13588,2924.0
45,2019,1,1,1,0.0,0,0,1,0,1,1,1,0,1,0,0,0,0,1,1,0,0,0,1,1,1,1,0,0,0,1,0,0,31115545.0,31027,1003.0,297830127.0,56917,5233.0,41131149.0,13534,3039.0
45,2020,1,1,1,0.0,0,0,1,0,1,1,1,0,1,0,0,0,0,1,1,0,0,0,1,1,1,1,0,0,0,1,0,0,31055260.0,29644,1048.0,306292842.0,57525,5325.0,44131148.0,12817,3443.0
46,2004,-3,-3,-3,-3.0,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0
46,2006,1,1,1,1.0,-3,-3,-3,-3,-3,-3,-3,-3,1,1,0,1,1,1,1,1,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,0,0.0,0,0.0,1182650.0,2312,512.0,0.0,0,0.0
46,2007,1,1,1,1.0,-3,-3,-3,-3,-3,-3,-3,-3,1,1,0,1,1,1,1,1,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,0,0.0,0,0.0,1720500.0,2130,808.0,0.0,0,0.0
46,2008,1,1,1,1.0,-3,-3,-3,-3,-3,-3,-3,-3,1,1,0,1,1,1,1,1,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,0,0.0,0,0.0,2700000.0,2876,939.0,0.0,0,0.0
46,2009,1,1,1,1.0,-3,-3,-3,-3,-3,-3,-3,-3,1,1,0,1,1,1,1,1,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,0,0.0,0,0.0,2924500.0,3148,929.0,0.0,0,0.0
46,2010,1,1,1,1.0,-3,-3,-3,-3,-3,-3,-3,-3,1,1,0,1,1,1,1,1,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,0,0.0,0,0.0,3078000.0,3273,940.0,0.0,0,0.0
46,2011,1,1,1,1.0,-3,-3,-3,-3,-3,-3,-3,-3,1,1,0,1,1,1,1,1,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,0,0.0,0,0.0,3299000.0,3383,975.0,0.0,0,0.0
46,2012,1,1,1,1.0,-3,-3,-3,-3,-3,-3,-3,-3,1,1,0,1,1,1,1,1,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,0,0.0,0,0.0,3483771.0,3605,966.0,0.0,0,0.0
46,2013,1,1,1,1.0,-3,-3,-3,-3,-3,-3,-3,-3,1,1,0,1,1,1,1,1,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,0,0.0,0,0.0,3554500.0,3645,975.0,0.0,0,0.0
46,2014,1,1,1,1.0,0,0,1,0,1,1,1,0,1,1,0,1,1,1,1,1,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,0,200000.0,233,858.0,3651500.0,3757,972.0,0.0,0,0.0
46,2015,1,1,1,1.0,0,0,1,0,1,1,1,0,1,1,0,1,1,1,1,1,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,0,229799.0,264,870.0,3722500.0,3842,969.0,0.0,0,0.0
46,2016,1,1,1,1.0,0,0,1,0,1,1,1,0,1,1,0,1,1,1,1,1,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,0,209046.0,195,1072.0,3907050.0,3829,1020.0,0.0,0,0.0
46,2017,1,1,1,1.0,0,0,1,0,1,1,1,0,1,1,0,1,1,1,1,1,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,0,232200.0,226,1027.0,4289050.0,3949,1086.0,0.0,0,0.0
46,2018,1,1,1,1.0,0,0,1,0,1,1,1,0,1,1,0,1,1,1,1,1,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,0,204067.0,272,750.0,4511500.0,4042,1116.0,0.0,0,0.0
46,2019,1,1,1,1.0,0,0,1,0,1,1,1,0,1,1,0,1,1,1,1,1,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,0,203290.0,244,833.0,4853400.0,4062,1195.0,0.0,0,0.0
46,2020,1,1,1,1.0,0,0,1,0,1,1,1,0,1,1,0,1,1,1,1,1,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,0,207674.0,240,865.0,4881200.0,3991,1223.0,0.0,0,0.0
47,2004,1,1,1,0.0,0,1,0,0,1,1,1,1,1,1,0,0,1,1,1,0,1,0,0,1,1,0,1,1,1,1,0,0,41833378.0,25124,1665.0,41833379.0,27129,1542.0,83666758.0,52254,1601.0
47,2005,1,1,1,0.0,0,1,0,0,1,1,1,1,1,1,0,0,1,1,1,0,1,0,0,1,1,0,1,1,1,1,0,0,42645415.0,23934,1782.0,42645416.0,25940,1644.0,85290832.0,49875,1710.0
47,2006,1,1,1,0.0,0,1,0,0,1,1,1,1,1,1,0,0,1,1,1,0,1,0,0,1,1,0,1,1,1,1,0,0,38447877.0,19327,1989.0,38447878.0,21334,1802.0,76895756.0,40662,1891.0
47,2007,1,1,1,0.0,0,1,0,0,1,1,1,1,1,1,0,0,1,1,1,0,1,0,0,1,1,0,1,1,1,1,0,0,42502085.0,20551,2068.0,42502086.0,22559,1884.0,85004172.0,43111,1972.0
47,2008,1,1,1,0.0,0,1,0,0,1,1,1,1,1,1,0,0,1,1,1,0,1,0,0,1,1,0,1,1,1,1,0,0,57735182.0,28493,2026.0,57735183.0,30502,1893.0,115470366.0,58996,1957.0
47,2009,1,1,1,0.0,0,1,0,0,1,1,1,1,1,1,0,0,1,1,1,0,1,0,0,1,1,0,1,1,1,1,0,0,55635205.0,26851,2072.0,55635206.0,28861,1928.0,111270412.0,55713,1997.0
47,2010,1,1,1,0.0,0,1,0,0,1,1,1,1,1,1,0,0,1,1,1,0,1,0,0,1,1,0,1,1,1,1,0,0,78669720.0,33435,2353.0,78669721.0,35446,2219.0,157339442.0,68882,2284.0
47,2011,1,1,1,0.0,0,1,0,0,1,1,1,1,1,1,0,0,1,1,1,0,1,0,0,1,1,0,1,1,1,1,0,0,55523197.0,31377,1770.0,55523198.0,33389,1663.0,111046396.0,64767,1715.0
47,2012,1,1,1,0.0,0,1,0,0,1,1,1,1,1,1,0,0,1,1,1,0,1,0,0,1,1,0,1,1,1,1,0,0,53548479.0,28766,1862.0,53548480.0,30779,1740.0,107096960.0,59546,1799.0
47,2013,1,1,1,0.0,0,1,0,0,1,1,1,1,1,1,0,0,1,1,1,0,1,0,0,1,1,0,1,1,1,1,0,0,61105256.0,32958,1854.0,61105257.0,34972,1747.0,122210514.0,67931,1799.0
47,2014,1,1,1,0.0,0,1,0,0,1,1,1,1,1,1,0,0,1,1,1,0,1,0,0,1,1,0,1,1,1,1,0,0,61391081.0,32606,1883.0,61391082.0,34621,1773.0,122782164.0,67228,1826.0
47,2015,1,1,1,0.0,0,1,0,0,1,1,1,1,1,1,0,0,1,1,1,0,1,0,0,1,1,0,1,1,1,1,0,0,62173331.0,34308,1812.0,62173332.0,36324,1712.0,124346664.0,70633,1760.0
47,2016,1,1,1,0.0,0,1,0,0,1,1,1,1,1,1,0,0,1,1,1,0,1,0,0,1,1,0,1,1,1,1,0,0,80111868.0,44847,1786.0,80111869.0,46864,1709.0,160223738.0,91712,1747.0
47,2017,1,1,1,0.0,0,1,0,0,1,1,1,1,1,1,0,0,1,1,1,0,1,0,0,1,1,0,1,1,1,1,0,0,91821432.0,53537,1715.0,91821433.0,55555,1653.0,183642866.0,109093,1683.0
47,2018,1,1,1,0.0,0,1,0,0,1,1,1,1,1,1,0,0,1,1,1,0,1,0,0,1,1,0,1,1,1,1,0,0,104556682.0,62267,1679.0,104556683.0,64286,1626.0,209113365.0,126554,1652.0
47,2019,1,1,1,0.0,0,1,0,0,1,1,1,1,1,1,0,0,1,1,1,0,1,0,0,1,1,0,1,1,1,1,0,0,85469357.0,50502,1692.0,85469358.0,52522,1627.0,170938715.0,103025,1659.0
47,2020,1,1,1,0.0,0,1,0,0,1,1,1,1,1,1,0,0,1,1,1,0,1,0,0,1,1,0,1,1,1,1,0,0,103757188.0,64246,1615.0,103757189.0,66267,1566.0,207514378.0,130514,1590.0
48,2004,1,1,1,0.0,0,0,1,0,1,1,1,0,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,0,232756557.0,96527,2411.0,0.0,0,0.0,0.0,0,0.0
48,2005,1,1,1,0.0,0,0,1,0,1,1,1,0,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,0,242762731.0,90839,2672.0,0.0,0,0.0,0.0,0,0.0
48,2006,1,1,0,0.0,0,0,1,0,1,1,1,0,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,0,277695569.0,94984,2924.0,0.0,0,0.0,0.0,0,0.0
48,2007,1,1,0,0.0,0,0,1,0,1,1,1,0,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,0,278342557.0,86566,3215.0,0.0,0,0.0,0.0,0,0.0
48,2008,1,1,0,0.0,0,0,1,0,1,1,1,0,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,0,309473915.0,90117,3434.0,0.0,0,0.0,0.0,0,0.0
48,2009,1,1,0,0.0,0,0,1,0,1,1,1,0,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,0,342015442.0,98255,3481.0,0.0,0,0.0,0.0,0,0.0
48,2010,1,1,0,0.0,0,0,1,0,1,1,1,0,-3,-3,-3,-3,-3,-3,-3,-3,0,0,1,0,0,1,1,1,1,0,0,0,389715901.0,103596,3762.0,0.0,0,0.0,20286449.0,10191,1991.0
48,2011,1,1,0,0.0,0,0,1,0,1,1,1,0,-3,-3,-3,-3,-3,-3,-3,-3,0,0,1,0,0,1,1,1,1,0,0,0,451505869.0,106288,4248.0,0.0,0,0.0,25602052.0,12778,2004.0
48,2012,1,1,0,0.0,0,0,1,0,1,1,1,0,-3,-3,-3,-3,-3,-3,-3,-3,0,0,1,0,0,1,1,1,1,0,0,0,379881631.0,107241,3542.0,0.0,0,0.0,32571124.0,15916,2046.0
48,2013,1,1,0,0.0,0,0,1,0,1,1,1,0,-3,-3,-3,-3,-3,-3,-3,-3,0,0,1,0,0,1,1,1,1,0,0,0,388299441.0,108737,3571.0,0.0,0,0.0,38176497.0,18239,2093.0
48,2014,1,1,0,0.0,0,0,1,0,1,1,1,0,-3,-3,-3,-3,-3,-3,-3,-3,0,0,1,0,0,1,1,0,1,0,0,0,103124477.0,34931,2952.0,0.0,0,0.0,371241341.0,102974,3605.0
48,2015,0,1,0,0.0,0,0,1,0,1,1,1,0,-3,-3,-3,-3,-3,-3,-3,-3,0,1,0,1,0,1,1,0,1,0,0,0,141755427.0,53926,2629.0,0.0,0,0.0,351394869.0,90627,3877.0
48,2016,0,1,0,0.0,0,0,1,0,1,1,1,0,-3,-3,-3,-3,-3,-3,-3,-3,0,1,0,1,0,1,1,0,1,0,0,0,142894240.0,51584,2770.0,0.0,0,0.0,370084153.0,78555,4711.0
48,2017,0,1,0,0.0,0,0,1,0,1,1,1,0,-3,-3,-3,-3,-3,-3,-3,-3,0,1,0,1,0,1,1,0,1,0,0,0,143045107.0,50413,2837.0,0.0,0,0.0,364870584.0,75775,4815.0
48,2018,0,1,0,0.0,0,0,1,0,1,1,1,0,-3,-3,-3,-3,-3,-3,-3,-3,0,1,0,1,0,1,1,0,1,0,0,0,129445880.0,44325,2920.0,0.0,0,0.0,386506160.0,78301,4936.0
48,2019,0,1,0,0.0,0,0,1,0,1,1,1,0,-3,-3,-3,-3,-3,-3,-3,-3,0,1,0,1,0,1,1,0,1,0,0,0,126534489.0,42667,2966.0,0.0,0,0.0,402575833.0,79704,5051.0
48,2020,0,1,0,0.0,0,0,1,0,1,1,1,0,-3,-3,-3,-3,-3,-3,-3,-3,0,1,0,1,0,1,1,0,1,0,0,0,126686040.0,41746,3035.0,0.0,0,0.0,426590173.0,82697,5158.0
49,2004,1,1,1,0.0,0,0,1,0,1,1,1,0,0,0,1,0,0,1,1,0,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,0,4823864.0,7136,676.0,368519.0,145,2542.0,0.0,0,0.0
49,2005,1,1,1,0.0,0,0,1,0,1,1,1,0,0,0,1,0,0,1,1,0,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,0,5491320.0,9041,607.0,589371.0,193,3054.0,0.0,0,0.0
49,2006,1,1,1,0.0,0,0,1,0,1,1,1,0,0,0,1,0,0,1,1,0,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,0,5709287.0,8388,681.0,805034.0,271,2971.0,0.0,0,0.0
49,2007,1,1,1,0.0,0,1,0,0,1,1,1,0,0,0,1,0,0,1,1,0,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,0,5752815.0,8997,639.0,1207961.0,413,2925.0,0.0,0,0.0
49,2008,1,1,1,0.0,0,1,0,0,1,1,1,0,0,0,1,0,0,1,1,0,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,0,7421836.0,11505,645.0,1663016.0,475,3501.0,0.0,0,0.0
49,2009,1,1,1,0.0,0,1,0,0,1,1,1,0,-9,0,1,0,0,1,1,0,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,0,5454522.0,9761,559.0,3235069.0,1308,2473.0,0.0,0,0.0
49,2010,1,1,1,0.0,0,1,0,0,1,1,1,0,1,0,1,0,0,1,1,0,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,0,3137961.0,5822,539.0,4285920.0,1648,2601.0,0.0,0,0.0
49,2011,1,1,1,0.0,0,1,0,0,1,1,1,0,1,0,1,0,0,1,1,0,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,0,2973848.0,5762,516.0,5576041.0,2133,2614.0,0.0,0,0.0
49,2012,1,1,1,0.0,0,1,0,0,1,1,1,0,1,1,1,0,0,1,1,0,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,0,1842329.0,2748,670.0,5696150.0,2461,2315.0,0.0,0,0.0
49,2013,1,1,1,0.0,0,1,0,0,1,1,1,0,1,1,1,0,0,1,1,0,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,0,2921952.0,3983,734.0,5383053.0,3616,1489.0,0.0,0,0.0
49,2014,1,1,1,0.0,0,1,0,0,1,1,1,0,1,1,1,0,0,1,1,0,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,0,2311076.0,3143,735.0,6087100.0,2561,2377.0,0.0,0,0.0
49,2015,1,1,1,0.0,0,1,0,0,1,1,1,0,1,1,1,0,0,1,1,0,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,0,2270347.0,3102,732.0,7118500.0,3031,2349.0,0.0,0,0.0
49,2016,1,1,1,0.0,0,1,0,0,1,1,1,0,1,1,1,0,0,1,1,0,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,0,2171996.0,2696,806.0,9856200.0,4275,2306.0,0.0,0,0.0
49,2017,1,1,1,0.0,0,1,0,0,1,1,1,0,1,1,1,0,0,1,1,0,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,0,2219401.0,2706,820.0,11646950.0,7814,1491.0,0.0,0,0.0
49,2018,1,1,1,0.0,0,1,0,0,1,1,1,0,1,1,1,0,0,1,1,0,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,0,2354082.0,2481,949.0,12508750.0,5697,2196.0,0.0,0,0.0
49,2019,1,1,1,0.0,0,1,0,0,1,1,1,0,1,1,1,0,0,1,1,0,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,0,1994419.0,2347,850.0,16141500.0,6742,2394.0,0.0,0,0.0
49,2020,1,1,1,0.0,0,0,1,0,1,1,1,0,1,1,1,0,0,1,1,0,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,0,4248574.0,4280,993.0,16499939.0,6926,2382.0,0.0,0,0.0
50,2004,1,1,1,1.0,0,0,1,0,1,1,1,1,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,0,15203506.0,12398,1226.0,0.0,0,0.0,0.0,0,0.0
50,2005,1,1,1,1.0,0,0,1,0,1,1,1,1,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,0,15266386.0,11894,1284.0,0.0,0,0.0,0.0,0,0.0
50,2006,1,1,1,1.0,0,0,1,0,1,1,1,1,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,0,17096035.0,11103,1540.0,0.0,0,0.0,0.0,0,0.0
50,2007,1,1,1,1.0,0,0,1,0,1,1,1,1,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,0,16786309.0,10979,1529.0,0.0,0,0.0,0.0,0,0.0
50,2008,1,1,1,1.0,0,0,1,0,1,1,1,1,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,0,18480546.0,10764,1717.0,0.0,0,0.0,0.0,0,0.0
50,2009,1,1,1,1.0,0,0,1,0,1,1,1,1,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,0,16902516.0,10895,1551.0,0.0,0,0.0,0.0,0,0.0
