Date,Australian dollar(AUD),Canadian dollar(CAD),Chinese yuan(CNY),Euro(EUR),Indian rupee(INR),Japanese yen(JPY),U.K. pound(GBP)
01-Aug-2014,0.9294,1.0919,6.1681,1.3395,60.851,102.9,1.6836
04-Aug-2014,0.9294,1.0919,6.1661,1.3422,61.0187,102.66,1.6818
05-Aug-2014,0.9342,1.097,6.1655,1.3382,60.869,102.59,1.6871
06-Aug-2014,0.9306,1.0926,6.1681,1.3345,61.336,102.6,1.683
07-Aug-2014,0.9268,1.0922,6.167,1.3368,61.4123,102.16,1.6864
08-Aug-2014,0.9246,1.0982,6.1562,1.3388,61.5575,102.09,1.6805
11-Aug-2014,0.928,1.0935,6.1522,1.3386,61.1165,102.13,1.6782
12-Aug-2014,0.9256,1.0944,6.1517,1.3346,61.1847,102.3,1.6779
13-Aug-2014,0.9298,1.0929,6.1533,1.336,61.2458,102.29,1.6715
14-Aug-2014,0.9297,1.0911,6.1545,1.3373,61.0583,102.6,1.6683
15-Aug-2014,0.9332,1.091,6.1538,1.3388,61.0583,102.5,1.6691
18-Aug-2014,0.9326,1.0889,6.1528,1.3383,61.0583,102.32,1.6725
19-Aug-2014,0.9338,1.0929,6.1548,1.3354,60.726,102.62,1.6647
20-Aug-2014,0.928,1.0944,6.158,1.3284,60.669,102.95,1.664
21-Aug-2014,0.9254,1.0948,6.1632,1.3262,60.767,103.87,1.6588
22-Aug-2014,0.9326,1.095,6.1617,1.3267,60.436,103.95,1.6573
25-Aug-2014,0.9321,1.098,6.1653,1.32,60.427,104.18,1.6583
26-Aug-2014,0.9293,1.0951,6.1663,1.3192,60.496,103.89,1.6572
27-Aug-2014,0.9319,1.0891,6.1658,1.3177,60.4678,104.04,1.6579
28-Aug-2014,0.9353,1.0857,6.1638,1.3178,60.4745,103.75,1.658
29-Aug-2014,0.9349,1.0858,6.1647,1.3188,60.4745,103.71,1.6592
02-Sep-2014,0.9293,1.0925,6.1684,1.3115,60.61,104.39,1.6536
03-Sep-2014,0.929,1.0873,6.1697,1.3151,60.5445,105.2,1.6465
04-Sep-2014,0.934,1.0863,6.1666,1.3015,60.454,104.92,1.6451
05-Sep-2014,0.9341,1.089,6.1707,1.2948,60.4385,105.56,1.6312
08-Sep-2014,0.9365,1.0933,6.1707,1.2947,60.2628,105.11,1.6121
09-Sep-2014,0.9266,1.1012,6.152,1.2902,60.4277,106.06,1.613
10-Sep-2014,0.9158,1.0955,6.1425,1.2929,60.8256,106.49,1.6126
11-Sep-2014,0.9176,1.1032,6.1453,1.2928,60.9155,106.77,1.6241
12-Sep-2014,0.906,1.1076,6.1468,1.2931,60.84,107.23,1.624
15-Sep-2014,0.8996,1.1051,6.1452,1.2911,60.9945,107.23,1.6246
16-Sep-2014,0.9007,1.099,6.1462,1.2949,61.1015,107.16,1.6192
17-Sep-2014,0.9069,1.0952,6.145,1.2956,60.954,107.25,1.6307
18-Sep-2014,0.8968,1.0946,6.149,1.2872,61.0558,108.55,1.6335
19-Sep-2014,0.8966,1.0969,6.1455,1.2852,60.8055,108.85,1.6387
22-Sep-2014,0.891,1.1008,6.1485,1.2845,60.7875,108.97,1.6326
23-Sep-2014,0.8916,1.106,6.147,1.2892,60.8708,108.97,1.6385
24-Sep-2014,0.8876,1.109,6.1462,1.2826,61.0293,108.65,1.6407
25-Sep-2014,0.882,1.1106,6.1497,1.2712,61.0245,109.25,1.6303
26-Sep-2014,0.8757,1.1164,6.1508,1.2732,61.572,108.53,1.6318
29-Sep-2014,0.8757,1.1145,6.1539,1.2701,61.4273,109.33,1.6231
30-Sep-2014,0.8752,1.1208,6.1525,1.2583,61.6135,109.37,1.618
01-Oct-2014,0.8693,1.1171,6.1525,1.2603,61.7511,109.9,1.619
02-Oct-2014,0.8813,1.1151,6.1525,1.2631,61.7511,109.07,1.6148
03-Oct-2014,0.879,1.1256,6.1525,1.2616,61.7511,108.75,1.607
06-Oct-2014,0.879,1.1175,6.1525,1.2565,61.7511,109.68,1.5984
07-Oct-2014,0.876,1.1182,6.1525,1.2607,61.3595,108.94,1.6063
08-Oct-2014,0.8769,1.1182,6.1493,1.2645,61.4648,108.25,1.6077
09-Oct-2014,0.8883,1.1149,6.1461,1.2763,61.0368,108.28,1.6214
10-Oct-2014,0.8772,1.1177,6.147,1.2638,61.1624,107.82,1.6057
14-Oct-2014,0.8796,1.1236,6.1408,1.2646,61.1078,107.2,1.595
15-Oct-2014,0.8721,1.1289,6.1455,1.2666,61.1078,107.28,1.5919
16-Oct-2014,0.8788,1.1266,6.1395,1.2749,61.4795,106.0,1.5985
17-Oct-2014,0.875,1.1248,6.1407,1.2823,61.6165,106.37,1.6104
20-Oct-2014,0.8774,1.1277,6.1435,1.2773,61.2873,107.12,1.6123
21-Oct-2014,0.8819,1.1219,6.141,1.2762,61.2967,106.83,1.6147
22-Oct-2014,0.8791,1.1219,6.1437,1.2693,61.2355,107.03,1.6053
23-Oct-2014,0.8763,1.1237,6.1459,1.2669,61.2355,107.18,1.6007
24-Oct-2014,0.8758,1.1213,6.1467,1.2659,61.2355,108.0,1.604
27-Oct-2014,0.8817,1.1247,6.1446,1.2679,61.229,108.0,1.6095
28-Oct-2014,0.8817,1.1178,6.1421,1.2748,61.3524,107.95,1.6114
29-Oct-2014,0.8868,1.1136,6.1405,1.2737,61.3175,108.13,1.6116
30-Oct-2014,0.8768,1.1193,6.1457,1.2598,61.4636,109.0,1.5986
31-Oct-2014,0.8805,1.1275,6.1461,1.2524,61.408,110.57,1.6004
03-Nov-2014,0.8736,1.132,6.1525,1.2493,61.4118,110.57,1.6001
04-Nov-2014,0.8721,1.1397,6.1543,1.2514,61.4118,113.6,1.5999
05-Nov-2014,0.8733,1.1377,6.1503,1.248,61.387,113.7,1.589
06-Nov-2014,0.8608,1.1424,6.1565,1.2517,61.387,114.69,1.5955
07-Nov-2014,0.8544,1.136,6.1602,1.2393,61.5205,115.15,1.583
10-Nov-2014,0.8671,1.1345,6.1377,1.2486,61.4513,114.17,1.59
11-Nov-2014,0.8622,1.1345,6.1413,1.2424,61.55,114.76,1.5866
12-Nov-2014,0.8675,1.1284,6.1428,1.2467,61.4785,115.8,1.5841
13-Nov-2014,0.8701,1.135,6.1418,1.2456,61.556,115.55,1.5753
14-Nov-2014,0.8691,1.1294,6.1399,1.2436,61.6475,116.13,1.5655
17-Nov-2014,0.8788,1.1308,6.1409,1.2496,61.678,116.99,1.5642
18-Nov-2014,0.8721,1.1305,6.143,1.2514,61.808,116.6,1.5668
19-Nov-2014,0.8665,1.135,6.1397,1.2535,61.828,117.1,1.5684
20-Nov-2014,0.8593,1.1312,6.1417,1.2539,62.1044,118.2,1.5688
21-Nov-2014,0.8633,1.1238,6.1387,1.2422,61.8505,118.09,1.5664
24-Nov-2014,0.8687,1.1282,6.142,1.241,61.7798,118.09,1.5689
25-Nov-2014,0.8593,1.1261,6.139,1.2424,61.9195,117.9,1.567
26-Nov-2014,0.8535,1.1236,6.1354,1.2475,61.8658,117.84,1.5745
01-Dec-2014,0.8453,1.1344,6.1369,1.2469,62.1377,118.89,1.5708
02-Dec-2014,0.8504,1.14,6.1325,1.2424,61.9255,118.45,1.5681
03-Dec-2014,0.8407,1.136,6.1376,1.2331,61.8866,119.34,1.5658
04-Dec-2014,0.8398,1.1373,6.1411,1.2311,61.8771,119.9,1.5679
05-Dec-2014,0.8371,1.1423,6.1373,1.2362,61.8535,119.84,1.5678
08-Dec-2014,0.8277,1.1472,6.1282,1.2258,61.9253,121.52,1.562
09-Dec-2014,0.8241,1.1422,6.1231,1.2369,61.875,120.97,1.5631
10-Dec-2014,0.8321,1.1482,6.1195,1.2392,61.95,119.5,1.5694
11-Dec-2014,0.8323,1.1535,6.1153,1.2428,62.2059,117.63,1.5685
12-Dec-2014,0.8274,1.154,6.1184,1.245,62.4422,118.88,1.5718
15-Dec-2014,0.8236,1.163,6.1152,1.2426,62.6529,118.58,1.5666
16-Dec-2014,0.8223,1.1625,6.1182,1.2537,63.4135,117.75,1.5737
17-Dec-2014,0.8158,1.1629,6.1137,1.2448,63.5813,116.91,1.5731
18-Dec-2014,0.814,1.1594,6.1195,1.2285,63.3161,118.8,1.5654
19-Dec-2014,0.8185,1.1629,6.1205,1.2279,63.067,118.98,1.5622
22-Dec-2014,0.8161,1.1643,6.122,1.2259,63.1757,119.45,1.5613
23-Dec-2014,0.8118,1.1627,6.123,1.2213,63.4475,119.45,1.5558
24-Dec-2014,0.8112,1.1623,6.1247,1.2219,63.4614,120.59,1.5543
29-Dec-2014,0.8137,1.1632,6.1205,1.2197,63.6539,120.32,1.5546
30-Dec-2014,0.813,1.1599,6.1224,1.216,63.7498,120.64,1.5535
31-Dec-2014,0.8202,1.1601,6.119,1.2141,63.3315,120.64,1.5608
05-Jan-2015,0.8061,1.1787,6.1248,1.1915,63.3888,120.29,1.5254
06-Jan-2015,0.8126,1.1804,6.1256,1.1914,63.385,119.3,1.5193
07-Jan-2015,0.8074,1.1851,6.1269,1.1831,63.4495,118.95,1.5121
08-Jan-2015,0.8108,1.1812,6.1302,1.1768,62.967,119.43,1.5062
09-Jan-2015,0.8138,1.1857,6.1296,1.1813,62.3953,119.85,1.515
12-Jan-2015,0.8244,1.193,6.1233,1.1804,62.1605,119.85,1.514
13-Jan-2015,0.8172,1.1948,6.1195,1.1782,62.1021,117.95,1.5142
14-Jan-2015,0.8099,1.1958,6.1205,1.1775,62.153,117.5,1.5192
15-Jan-2015,0.8204,1.1932,6.1193,1.1708,61.7588,117.7,1.5235
16-Jan-2015,0.8238,1.1986,6.1188,1.1588,61.8933,116.41,1.5203
20-Jan-2015,0.8175,1.2085,6.1226,1.1579,61.8475,117.88,1.5143
21-Jan-2015,0.8212,1.2374,6.1268,1.1593,61.614,117.8,1.5116
22-Jan-2015,0.8071,1.2371,6.1247,1.1618,61.691,118.12,1.5179
23-Jan-2015,0.7987,1.2403,6.1342,1.1198,61.4988,118.5,1.4972
26-Jan-2015,0.7987,1.2411,6.1384,1.1244,61.4988,117.5,1.5014
27-Jan-2015,0.7941,1.2404,6.1364,1.1306,61.464,118.6,1.508
28-Jan-2015,0.7991,1.2451,6.1282,1.1344,61.4105,117.8,1.5195
29-Jan-2015,0.7869,1.2644,6.1335,1.1315,61.4998,117.74,1.513
30-Jan-2015,0.7781,1.2717,6.137,1.1305,61.7575,118.22,1.5082
02-Feb-2015,0.7769,1.2578,6.1385,1.131,61.884,117.44,1.5025
03-Feb-2015,0.7659,1.2456,6.1369,1.1376,61.7389,117.22,1.506
04-Feb-2015,0.782,1.255,6.1318,1.1446,61.68,117.82,1.5205
05-Feb-2015,0.7769,1.2422,6.1366,1.141,61.8748,117.29,1.5245
06-Feb-2015,0.783,1.2523,6.1261,1.1447,61.7363,117.48,1.5332
09-Feb-2015,0.7761,1.2448,6.1311,1.1275,62.141,118.9,1.5221
10-Feb-2015,0.7826,1.2528,6.1295,1.1297,61.9634,118.5,1.5214
11-Feb-2015,0.7769,1.2635,6.1315,1.1314,62.1536,118.5,1.5292
12-Feb-2015,0.7648,1.2462,6.1333,1.1328,62.43,120.28,1.5338
13-Feb-2015,0.7783,1.2449,6.1288,1.1381,62.136,118.99,1.5386
17-Feb-2015,0.7783,1.2449,6.1288,1.1415,62.136,118.34,1.539
18-Feb-2015,0.7827,1.2455,6.1288,1.1372,62.245,119.25,1.5422
19-Feb-2015,0.7794,1.2486,6.1288,1.1387,62.245,118.75,1.5456
20-Feb-2015,0.781,1.2506,6.1288,1.1298,62.255,118.89,1.5368
23-Feb-2015,0.7834,1.258,6.1288,1.1298,62.1838,119.07,1.5361
24-Feb-2015,0.7773,1.2603,6.133,1.1328,62.2758,118.91,1.5447
25-Feb-2015,0.7886,1.2419,6.1384,1.1346,62.0468,118.8,1.5498
26-Feb-2015,0.7857,1.249,6.1379,1.1317,61.9395,118.95,1.5515
27-Feb-2015,0.7792,1.2508,6.1475,1.124,61.7908,119.26,1.5429
02-Mar-2015,0.7768,1.2535,6.1513,1.1227,61.8248,119.86,1.5404
03-Mar-2015,0.7826,1.2452,6.1543,1.1168,61.8387,119.77,1.5366
04-Mar-2015,0.7812,1.244,6.1525,1.1124,61.8543,119.57,1.5341
05-Mar-2015,0.782,1.2482,6.1525,1.1069,62.2015,119.8,1.5244
06-Mar-2015,0.7805,1.2616,6.1533,1.0963,62.2015,120.05,1.5176
09-Mar-2015,0.7694,1.2598,6.1563,1.086,62.616,121.03,1.5103
10-Mar-2015,0.7646,1.2633,6.1572,1.0738,62.6983,121.46,1.5043
11-Mar-2015,0.7604,1.2764,6.1597,1.0578,62.745,121.22,1.5053
12-Mar-2015,0.7604,1.2691,6.1617,1.0613,62.5665,121.62,1.4986
13-Mar-2015,0.7671,1.2803,6.1588,1.0572,62.6733,121.43,1.4802
16-Mar-2015,0.7642,1.2765,6.1615,1.0557,62.8215,121.4,1.4786
17-Mar-2015,0.7635,1.2769,6.1585,1.0635,62.692,121.4,1.475
18-Mar-2015,0.7621,1.2771,6.1556,1.0592,62.672,121.33,1.4635
19-Mar-2015,0.7732,1.2744,6.146,1.0677,62.4208,120.5,1.4895
20-Mar-2015,0.7678,1.2595,6.1496,1.0776,62.4923,120.72,1.4776
23-Mar-2015,0.7822,1.2516,6.1448,1.0912,62.2879,119.96,1.491
24-Mar-2015,0.7861,1.2511,6.1398,1.095,62.1988,119.76,1.4911
25-Mar-2015,0.7873,1.2513,6.141,1.0985,62.3419,119.78,1.4915
26-Mar-2015,0.7817,1.2471,6.1375,1.0973,62.6728,119.3,1.4929
27-Mar-2015,0.7804,1.258,6.1397,1.0856,62.6069,119.2,1.4905
30-Mar-2015,0.7716,1.2689,6.1402,1.0845,62.6305,119.24,1.4801
31-Mar-2015,0.7634,1.2683,6.1422,1.0759,62.5908,120.11,1.48
01-Apr-2015,0.7639,1.2612,6.1434,1.0755,62.5908,119.95,1.4774
02-Apr-2015,0.7592,1.2585,6.1396,1.083,62.5908,119.66,1.4785
03-Apr-2015,0.7592,1.2585,6.1348,1.083,62.5908,119.65,1.4785
06-Apr-2015,0.7592,1.2452,6.1348,1.083,62.158,119.05,1.4785
07-Apr-2015,0.7703,1.2488,6.1305,1.0847,62.3321,119.56,1.4887
08-Apr-2015,0.7674,1.2508,6.1345,1.0862,62.3295,120.2,1.4943
09-Apr-2015,0.7688,1.258,6.1338,1.0774,62.256,120.31,1.4826
10-Apr-2015,0.7688,1.2595,6.137,1.057,62.366,120.5,1.4625
13-Apr-2015,0.7596,1.2602,6.1395,1.0552,62.3885,120.18,1.4598
14-Apr-2015,0.759,1.2478,6.1395,1.0564,62.3885,119.82,1.4649
15-Apr-2015,0.7595,1.2379,6.134,1.0579,62.4026,119.6,1.4738
16-Apr-2015,0.7743,1.2206,6.1305,1.0711,62.3685,118.99,1.4907
17-Apr-2015,0.7791,1.2229,6.1305,1.0814,62.346,119.04,1.5028
20-Apr-2015,0.7817,1.2204,6.1255,1.0723,62.5633,118.9,1.4917
21-Apr-2015,0.7696,1.2274,6.128,1.07,62.92,119.4,1.4879
22-Apr-2015,0.7766,1.225,6.129,1.0743,62.8183,119.7,1.5037
23-Apr-2015,0.7748,1.2147,6.1281,1.0772,63.185,119.98,1.5005
24-Apr-2015,0.7778,1.2166,6.1241,1.0824,63.4006,119.5,1.5115
27-Apr-2015,0.7827,1.2105,6.122,1.0822,63.6115,118.94,1.5133
28-Apr-2015,0.7879,1.2021,6.1209,1.0927,63.3305,119.1,1.5289
29-Apr-2015,0.7993,1.1954,6.1169,1.1002,63.2025,119.1,1.5368
30-Apr-2015,0.7981,1.2119,6.1137,1.1215,63.578,118.51,1.5426
01-May-2015,0.7903,1.2192,6.1137,1.1215,63.578,119.65,1.5277
04-May-2015,0.7835,1.2111,6.1165,1.1152,63.578,119.65,1.5277
05-May-2015,0.7894,1.204,6.118,1.1117,63.5194,119.65,1.5132
06-May-2015,0.7957,1.2009,6.1156,1.123,63.6425,119.65,1.5225
07-May-2015,0.7983,1.2139,6.1113,1.1305,63.88,119.4,1.5219
08-May-2015,0.7901,1.2088,6.1147,1.1221,64.0493,119.85,1.5424
11-May-2015,0.7885,1.2105,6.1132,1.1142,63.8495,119.75,1.548
12-May-2015,0.7927,1.1987,6.1155,1.1239,64.202,120.2,1.5672
13-May-2015,0.7967,1.1951,6.1123,1.1221,64.1895,119.76,1.5682
14-May-2015,0.8122,1.1992,6.1093,1.1419,63.838,119.0,1.5797
15-May-2015,0.8043,1.201,6.1085,1.1328,63.5788,119.38,1.5723
18-May-2015,0.8015,1.201,6.1079,1.1389,63.5543,119.64,1.5684
19-May-2015,0.8001,1.2211,6.1098,1.118,63.6868,119.95,1.552
20-May-2015,0.7915,1.2212,6.1125,1.1118,63.8655,120.87,1.5521
21-May-2015,0.7901,1.2201,6.1139,1.1133,63.7,121.05,1.5688
22-May-2015,0.7923,1.2288,6.1131,1.1164,63.5728,121.04,1.5645
26-May-2015,0.783,1.243,6.1172,1.0926,63.845,121.74,1.5414
27-May-2015,0.7756,1.2485,6.1198,1.0863,63.9475,122.99,1.5385
28-May-2015,0.7705,1.2477,6.1202,1.0896,63.901,123.7,1.5292
29-May-2015,0.7663,1.2465,6.1196,1.097,63.7615,123.75,1.5248
01-Jun-2015,0.765,1.255,6.1207,1.0944,63.6083,124.2,1.5206
02-Jun-2015,0.7684,1.2423,6.1225,1.1029,63.833,125.0,1.5238
03-Jun-2015,0.7799,1.2436,6.1176,1.1134,63.8515,123.85,1.5284
04-Jun-2015,0.7725,1.2477,6.1164,1.1317,64.1775,124.32,1.5433
05-Jun-2015,0.7699,1.2489,6.1181,1.1218,63.8955,124.48,1.53
08-Jun-2015,0.7699,1.2435,6.1205,1.1162,64.11,125.35,1.5237
09-Jun-2015,0.7692,1.2317,6.1179,1.1249,63.936,124.45,1.5291
10-Jun-2015,0.7734,1.2267,6.1173,1.1279,63.8849,124.4,1.5463
11-Jun-2015,0.7762,1.2314,6.115,1.1232,63.891,122.97,1.5467
12-Jun-2015,0.7738,1.2304,6.1167,1.122,64.0301,123.5,1.5504
15-Jun-2015,0.7711,1.2323,6.1169,1.1218,64.0868,123.48,1.5498
16-Jun-2015,0.7754,1.233,6.1155,1.1215,64.1505,123.45,1.5584
17-Jun-2015,0.7721,1.2308,6.1158,1.1279,64.1135,123.43,1.5743
18-Jun-2015,0.7734,1.2209,6.1126,1.1404,63.8495,123.25,1.5903
19-Jun-2015,0.7765,1.2279,6.1104,1.1299,63.8195,122.97,1.5843
22-Jun-2015,0.7794,1.2288,6.1104,1.1345,63.5098,123.07,1.5818
23-Jun-2015,0.7717,1.2327,6.1119,1.1204,63.6406,123.62,1.5778
24-Jun-2015,0.7723,1.2415,6.1142,1.1213,63.66,123.88,1.5756
25-Jun-2015,0.7741,1.2347,6.1148,1.1206,63.6121,123.87,1.5711
26-Jun-2015,0.7718,1.2359,6.1137,1.1202,63.6042,123.53,1.5741
29-Jun-2015,0.7649,1.2382,6.1168,1.1133,63.917,122.99,1.5693
30-Jun-2015,0.768,1.2474,6.1136,1.1189,63.7549,122.45,1.5718
01-Jul-2015,0.7713,1.2474,6.1149,1.11,63.6223,122.65,1.5659
02-Jul-2015,0.7649,1.2474,6.1171,1.1066,63.5705,123.37,1.5595
06-Jul-2015,0.7492,1.2626,6.1172,1.1008,63.5785,122.55,1.5558
07-Jul-2015,0.7489,1.274,6.1166,1.0931,63.3749,122.7,1.5459
08-Jul-2015,0.7409,1.2722,6.1175,1.1024,63.569,122.05,1.5362
09-Jul-2015,0.7479,1.2729,6.1151,1.1054,63.5065,120.78,1.5383
10-Jul-2015,0.7486,1.2715,6.1153,1.1185,63.3793,121.63,1.5523
13-Jul-2015,0.7449,1.2762,6.1133,1.1049,63.4655,122.5,1.5559
14-Jul-2015,0.7426,1.2748,6.1165,1.1031,63.4978,123.69,1.5572
15-Jul-2015,0.7462,1.2937,6.1152,1.1009,63.3847,123.45,1.5634
16-Jul-2015,0.7358,1.2939,6.1173,1.0867,63.4955,123.87,1.5614
17-Jul-2015,0.7414,1.2998,6.1192,1.0889,63.4928,124.2,1.5603
20-Jul-2015,0.7362,1.2982,6.1197,1.0852,63.551,124.2,1.5563
21-Jul-2015,0.7351,1.2961,6.1199,1.0867,63.6506,124.36,1.5545
22-Jul-2015,0.741,1.3026,6.1168,1.0902,63.5283,123.8,1.5606
23-Jul-2015,0.7374,1.303,6.1172,1.0999,63.7138,124.07,1.5593
24-Jul-2015,0.7299,1.306,6.1169,1.0939,63.8916,123.99,1.5493
27-Jul-2015,0.7289,1.3009,6.1176,1.1058,64.0028,123.65,1.5512
28-Jul-2015,0.7306,1.2934,6.1154,1.1025,64.027,123.13,1.5591
29-Jul-2015,0.7321,1.2893,6.115,1.103,63.8943,123.54,1.5641
30-Jul-2015,0.7315,1.3026,6.1165,1.0955,64.0061,124.16,1.5618
31-Jul-2015,0.7294,1.3047,6.1172,1.0967,64.0054,123.97,1.5574
03-Aug-2015,0.7294,1.3047,6.1169,1.0951,63.9623,124.07,1.56
04-Aug-2015,0.737,1.3125,6.1177,1.0973,63.9315,124.05,1.5596
05-Aug-2015,0.7359,1.3183,6.1186,1.0883,63.8159,124.3,1.5591
06-Aug-2015,0.7335,1.3152,6.1181,1.0885,63.7603,124.75,1.5588
07-Aug-2015,0.7367,1.3122,6.1174,1.0941,63.8061,124.79,1.551
10-Aug-2015,0.7397,1.3056,6.1162,1.096,63.759,124.4,1.5471
11-Aug-2015,0.7316,1.3148,6.2298,1.1055,64.1732,124.8,1.5577
12-Aug-2015,0.7268,1.2973,6.3306,1.1155,64.827,125.2,1.5587
13-Aug-2015,0.738,1.3078,6.401,1.1109,64.9212,124.3,1.5626
14-Aug-2015,0.7375,1.3078,6.3975,1.1171,65.1225,124.41,1.563
17-Aug-2015,0.7375,1.3091,6.3969,1.11,65.22,124.4,1.563
18-Aug-2015,0.7365,1.3073,6.3966,1.106,65.22,124.45,1.5704
19-Aug-2015,0.7331,1.3073,6.3963,1.1041,65.2525,124.33,1.567
20-Aug-2015,0.7346,1.308,6.3915,1.1183,65.2385,123.94,1.5649
21-Aug-2015,0.7311,1.3149,6.3864,1.1281,65.8298,123.3,1.5687
24-Aug-2015,0.7234,1.3213,6.3862,1.1497,66.5093,120.9,1.5717
25-Aug-2015,0.7185,1.3296,6.3987,1.1506,66.709,119.5,1.5792
26-Aug-2015,0.7139,1.3303,6.4043,1.1402,66.161,119.5,1.5625
27-Aug-2015,0.7114,1.3197,6.4085,1.1284,66.0605,120.2,1.5453
28-Aug-2015,0.7168,1.3269,6.3986,1.1268,66.0808,121.12,1.5389
31-Aug-2015,0.7149,1.3223,6.3893,1.1215,66.3062,121.2,1.5389
01-Sep-2015,0.7126,1.3179,6.3752,1.1236,66.2603,121.0,1.5353
02-Sep-2015,0.7021,1.3311,6.3619,1.1255,66.1638,120.27,1.5276
03-Sep-2015,0.7,1.3199,6.3619,1.1229,66.228,120.6,1.5281
04-Sep-2015,0.6972,1.3273,6.3619,1.1138,66.4003,119.94,1.5227
08-Sep-2015,0.6953,1.3195,6.3639,1.1162,66.606,119.41,1.5372
09-Sep-2015,0.7057,1.3223,6.3632,1.1139,66.2945,120.24,1.536
10-Sep-2015,0.7014,1.3219,6.3772,1.1185,66.584,120.2,1.5386
11-Sep-2015,0.7063,1.3276,6.3719,1.1268,66.3866,120.78,1.5419
14-Sep-2015,0.7077,1.327,6.3709,1.1305,66.3708,120.7,1.5431
15-Sep-2015,0.7114,1.3263,6.3665,1.132,66.4383,120.63,1.5428
16-Sep-2015,0.7137,1.3178,6.3712,1.1228,66.5,120.33,1.543
17-Sep-2015,0.7187,1.3186,6.367,1.1312,66.5,120.59,1.5531
18-Sep-2015,0.7209,1.3147,6.3607,1.1419,65.9255,119.8,1.5638
21-Sep-2015,0.717,1.325,6.3676,1.125,65.7531,119.8,1.5533
22-Sep-2015,0.7139,1.3278,6.3721,1.1155,65.625,119.8,1.544
23-Sep-2015,0.703,1.3315,6.3773,1.115,65.9696,119.8,1.5314
24-Sep-2015,0.6998,1.3351,6.3791,1.1241,66.0993,120.19,1.5269
25-Sep-2015,0.7013,1.3325,6.3785,1.1151,66.0993,120.35,1.5219
28-Sep-2015,0.702,1.3361,6.3729,1.117,66.0805,120.4,1.5197
29-Sep-2015,0.6949,1.3413,6.366,1.1204,66.1843,119.75,1.5191
30-Sep-2015,0.701,1.3394,6.3613,1.1203,65.7418,119.95,1.5199
01-Oct-2015,0.7055,1.3242,6.3613,1.1153,65.554,120.2,1.5134
02-Oct-2015,0.7038,1.3214,6.3613,1.116,65.554,119.85,1.5149
05-Oct-2015,0.7038,1.3085,6.3613,1.1236,65.2905,120.0,1.5191
06-Oct-2015,0.713,1.3056,6.3613,1.1224,65.3908,120.47,1.5163
07-Oct-2015,0.7178,1.3036,6.3613,1.1266,65.2571,119.94,1.5313
08-Oct-2015,0.7173,1.3018,6.3505,1.1254,65.157,120.02,1.5344
09-Oct-2015,0.7284,1.2946,6.3493,1.1362,64.7848,119.97,1.5338
13-Oct-2015,0.7316,1.2986,6.3231,1.1374,65.0215,119.85,1.5243
14-Oct-2015,0.7226,1.2982,6.3408,1.141,65.1123,119.56,1.536
15-Oct-2015,0.7318,1.2904,6.3402,1.1439,64.824,118.98,1.5487
16-Oct-2015,0.728,1.2933,6.3436,1.136,64.9697,119.08,1.5449
19-Oct-2015,0.7275,1.2998,6.3527,1.1333,64.8178,119.31,1.5494
20-Oct-2015,0.727,1.2974,6.3614,1.1373,64.8908,119.5,1.548
21-Oct-2015,0.7274,1.3116,6.3473,1.1354,65.1513,119.9,1.5452
22-Oct-2015,0.7203,1.3088,6.3497,1.1313,65.1513,119.9,1.5479
23-Oct-2015,0.725,1.3172,6.3595,1.1084,64.8815,120.94,1.5388
26-Oct-2015,0.7255,1.3134,6.3549,1.1011,64.9603,121.15,1.5343
27-Oct-2015,0.7232,1.3241,6.3494,1.1061,64.9553,120.77,1.5333
28-Oct-2015,0.7121,1.3148,6.3536,1.1085,65.0408,120.35,1.5291
29-Oct-2015,0.7103,1.317,6.3596,1.093,65.1515,120.69,1.5262
30-Oct-2015,0.7099,1.3083,6.3495,1.1017,65.2231,120.87,1.5349
02-Nov-2015,0.714,1.3095,6.3154,1.1032,65.4793,120.45,1.5465
03-Nov-2015,0.7202,1.3106,6.331,1.0976,65.451,120.45,1.5399
04-Nov-2015,0.7205,1.3164,6.3343,1.0935,65.568,121.2,1.542
05-Nov-2015,0.715,1.3167,6.3381,1.0883,65.6755,121.51,1.539
06-Nov-2015,0.7144,1.3308,6.3459,1.0864,65.791,121.7,1.5139
09-Nov-2015,0.7058,1.3275,6.3578,1.0776,66.3378,123.31,1.5104
10-Nov-2015,0.7047,1.3259,6.3602,1.0711,66.3495,123.17,1.5106
11-Nov-2015,0.7068,1.3259,6.3614,1.0716,66.3495,122.88,1.5161
12-Nov-2015,0.7139,1.3307,6.3628,1.0726,66.3495,122.83,1.5185
13-Nov-2015,0.7135,1.3332,6.3655,1.0764,66.139,122.56,1.5221
16-Nov-2015,0.7115,1.3353,6.375,1.0723,66.169,122.52,1.5195
17-Nov-2015,0.7089,1.3324,6.374,1.067,65.9805,123.38,1.5201
18-Nov-2015,0.7097,1.3353,6.3796,1.0666,66.1138,123.39,1.5212
19-Nov-2015,0.717,1.3267,6.3791,1.0687,66.1105,123.25,1.5265
20-Nov-2015,0.7194,1.3338,6.378,1.0688,66.094,122.94,1.5272
23-Nov-2015,0.718,1.3357,6.3867,1.0631,66.349,122.94,1.5126
24-Nov-2015,0.7196,1.3308,6.3888,1.0651,66.384,122.75,1.511
25-Nov-2015,0.7265,1.3301,6.3877,1.0586,66.384,122.42,1.5061
30-Nov-2015,0.7189,1.3333,6.3976,1.0579,66.8148,122.8,1.5006
